Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","162","Norvège","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","104","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","153","Nouvelle-Calédonie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","153","Nouvelle-Calédonie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires","153","Nouvelle-Calédonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","151","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","156","Nouvelle-Zélande","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","170","S","Données standardisées"
"FBS","Bilans Alimentaires","156","Nouvelle-Zélande","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","156","Nouvelle-Zélande","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","140","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","221","Oman","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","221","Oman","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","118","S","Données standardisées"
"FBS","Bilans Alimentaires","221","Oman","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","105","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","226","Ouganda","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","57","S","Données standardisées"
"FBS","Bilans Alimentaires","226","Ouganda","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","226","Ouganda","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","235","Ouzbékistan","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","33","S","Données standardisées"
"FBS","Bilans Alimentaires","235","Ouzbékistan","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBS","Bilans Alimentaires","235","Ouzbékistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","165","Pakistan","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","912","S","Données standardisées"
"FBS","Bilans Alimentaires","165","Pakistan","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","165","Pakistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","166","Panama","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","146","S","Données standardisées"
"FBS","Bilans Alimentaires","166","Panama","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","15","S","Données standardisées"
"FBS","Bilans Alimentaires","166","Panama","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","106","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","169","Paraguay","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","42","S","Données standardisées"
"FBS","Bilans Alimentaires","169","Paraguay","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","169","Paraguay","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","150","Pays-Bas","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","998","S","Données standardisées"
"FBS","Bilans Alimentaires","150","Pays-Bas","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","572","S","Données standardisées"
"FBS","Bilans Alimentaires","150","Pays-Bas","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","170","Pérou","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1203","S","Données standardisées"
"FBS","Bilans Alimentaires","170","Pérou","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","31","S","Données standardisées"
"FBS","Bilans Alimentaires","170","Pérou","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","171","Philippines","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1079","S","Données standardisées"
"FBS","Bilans Alimentaires","171","Philippines","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","99","S","Données standardisées"
"FBS","Bilans Alimentaires","171","Philippines","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","173","Pologne","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1669","S","Données standardisées"
"FBS","Bilans Alimentaires","173","Pologne","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","49","S","Données standardisées"
"FBS","Bilans Alimentaires","173","Pologne","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","70","Polynésie française","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","70","Polynésie française","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","16","S","Données standardisées"
"FBS","Bilans Alimentaires","70","Polynésie française","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","172","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","174","Portugal","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","283","S","Données standardisées"
"FBS","Bilans Alimentaires","174","Portugal","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","64","S","Données standardisées"
"FBS","Bilans Alimentaires","174","Portugal","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","108","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","37","République centrafricaine","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","37","République centrafricaine","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","37","République centrafricaine","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","117","République de Corée","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","690","S","Données standardisées"
"FBS","Bilans Alimentaires","117","République de Corée","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","131","S","Données standardisées"
"FBS","Bilans Alimentaires","117","République de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","146","République de Moldova","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","43","S","Données standardisées"
"FBS","Bilans Alimentaires","146","République de Moldova","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","19","S","Données standardisées"
"FBS","Bilans Alimentaires","146","République de Moldova","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","120","République démocratique populaire lao","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","28","S","Données standardisées"
"FBS","Bilans Alimentaires","120","République démocratique populaire lao","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","120","République démocratique populaire lao","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","56","République dominicaine","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","272","S","Données standardisées"
"FBS","Bilans Alimentaires","56","République dominicaine","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","24","S","Données standardisées"
"FBS","Bilans Alimentaires","56","République dominicaine","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","116","République populaire démocratique de Corée","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","44","S","Données standardisées"
"FBS","Bilans Alimentaires","116","République populaire démocratique de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","215","République-Unie de Tanzanie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","89","S","Données standardisées"
"FBS","Bilans Alimentaires","215","République-Unie de Tanzanie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","215","République-Unie de Tanzanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","183","Roumanie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","323","S","Données standardisées"
"FBS","Bilans Alimentaires","183","Roumanie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","90","S","Données standardisées"
"FBS","Bilans Alimentaires","183","Roumanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","229","Royaume-Uni","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1662","S","Données standardisées"
"FBS","Bilans Alimentaires","229","Royaume-Uni","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","812","S","Données standardisées"
"FBS","Bilans Alimentaires","229","Royaume-Uni","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","112","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","184","Rwanda","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","16","S","Données standardisées"
"FBS","Bilans Alimentaires","184","Rwanda","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","184","Rwanda","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","189","Sainte-Lucie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","189","Sainte-Lucie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","12","S","Données standardisées"
"FBS","Bilans Alimentaires","189","Sainte-Lucie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","293","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","188","Saint-Kitts-et-Nevis","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","188","Saint-Kitts-et-Nevis","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","188","Saint-Kitts-et-Nevis","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","189","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","191","Saint-Vincent-et-les Grenadines","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","191","Saint-Vincent-et-les Grenadines","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires","191","Saint-Vincent-et-les Grenadines","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","244","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","244","Samoa","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","244","Samoa","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires","244","Samoa","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","213","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","193","Sao Tomé-et-Principe","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","193","Sao Tomé-et-Principe","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","193","Sao Tomé-et-Principe","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","195","Sénégal","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","65","S","Données standardisées"
"FBS","Bilans Alimentaires","195","Sénégal","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","195","Sénégal","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","272","Serbie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","93","S","Données standardisées"
"FBS","Bilans Alimentaires","272","Serbie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","12","S","Données standardisées"
"FBS","Bilans Alimentaires","272","Serbie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","197","Sierra Leone","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","16","S","Données standardisées"
"FBS","Bilans Alimentaires","197","Sierra Leone","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","14","S","Données standardisées"
"FBS","Bilans Alimentaires","197","Sierra Leone","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","199","Slovaquie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","64","S","Données standardisées"
"FBS","Bilans Alimentaires","199","Slovaquie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","60","S","Données standardisées"
"FBS","Bilans Alimentaires","199","Slovaquie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","198","Slovénie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","57","S","Données standardisées"
"FBS","Bilans Alimentaires","198","Slovénie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","198","Slovénie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","80","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","276","Soudan","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","46","S","Données standardisées"
"FBS","Bilans Alimentaires","276","Soudan","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","276","Soudan","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","38","Sri Lanka","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","107","S","Données standardisées"
"FBS","Bilans Alimentaires","38","Sri Lanka","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","38","Sri Lanka","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","210","Suède","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","120","S","Données standardisées"
"FBS","Bilans Alimentaires","210","Suède","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","73","S","Données standardisées"
"FBS","Bilans Alimentaires","210","Suède","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","211","Suisse","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","80","S","Données standardisées"
"FBS","Bilans Alimentaires","211","Suisse","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","56","S","Données standardisées"
"FBS","Bilans Alimentaires","211","Suisse","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","207","Suriname","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires","207","Suriname","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBS","Bilans Alimentaires","207","Suriname","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","127","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","209","Eswatini","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","209","Eswatini","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","208","Tadjikistan","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","208","Tadjikistan","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBS","Bilans Alimentaires","208","Tadjikistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","39","Tchad","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","39","Tchad","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","39","Tchad","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","167","Tchéquie (la)","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","153","S","Données standardisées"
"FBS","Bilans Alimentaires","167","Tchéquie (la)","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","101","S","Données standardisées"
"FBS","Bilans Alimentaires","167","Tchéquie (la)","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","216","Thaïlande","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1470","S","Données standardisées"
"FBS","Bilans Alimentaires","216","Thaïlande","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires","216","Thaïlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","176","Timor-Leste","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","176","Timor-Leste","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","176","Timor-Leste","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","217","Togo","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","32","S","Données standardisées"
"FBS","Bilans Alimentaires","217","Togo","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires","217","Togo","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","220","Trinité-et-Tobago","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","67","S","Données standardisées"
"FBS","Bilans Alimentaires","220","Trinité-et-Tobago","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","25","S","Données standardisées"
"FBS","Bilans Alimentaires","220","Trinité-et-Tobago","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","201","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","222","Tunisie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","204","S","Données standardisées"
"FBS","Bilans Alimentaires","222","Tunisie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","222","Tunisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","213","Turkménistan","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBS","Bilans Alimentaires","213","Turkménistan","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","213","Turkménistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","223","Turquie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1772","S","Données standardisées"
"FBS","Bilans Alimentaires","223","Turquie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","223","Turquie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","230","Ukraine","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1171","S","Données standardisées"
"FBS","Bilans Alimentaires","230","Ukraine","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","74","S","Données standardisées"
"FBS","Bilans Alimentaires","230","Ukraine","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","234","Uruguay","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","108","S","Données standardisées"
"FBS","Bilans Alimentaires","234","Uruguay","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","234","Uruguay","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","155","Vanuatu","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","155","Vanuatu","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","155","Vanuatu","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","236","Venezuela (République bolivarienne du)","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","915","S","Données standardisées"
"FBS","Bilans Alimentaires","236","Venezuela (République bolivarienne du)","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","279","S","Données standardisées"
"FBS","Bilans Alimentaires","236","Venezuela (République bolivarienne du)","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","137","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","237","Viet Nam","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","633","S","Données standardisées"
"FBS","Bilans Alimentaires","237","Viet Nam","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","500","S","Données standardisées"
"FBS","Bilans Alimentaires","237","Viet Nam","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","249","Yémen","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","153","S","Données standardisées"
"FBS","Bilans Alimentaires","249","Yémen","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","109","S","Données standardisées"
